IS119;Carneiro Pá assada com azeite e margarina;317;1327;49.3;23.7;24.7;0;0;0;0;0;0;0;0;9.1;9.9;1.3;0.8;1.2;91;0.027;27;0;0.59;1.4;0.14;0.38;8.9;4.5;4.4;0.21;2.1;0;3;2.3;460;287;14;236;23;1.5;2.4
IS118;Carneiro Pá assada com margarina;308;1289;50.3;23.7;23.7;0;0;0;0;0;0;0;0;10.5;7.5;1.3;0.9;1.1;102;0.054;54;0;0.81;2;0.14;0.38;8.9;4.5;4.4;0.21;2.1;0;2.2;2.3;546;288;14;237;23;1.5;2.4
IS117;Carneiro Pá assada. sem molho;202;846;61.4;25.1;11.3;0;0;0;0;0;0;0;0;4.9;3.6;0.4;0.5;0.3;88;0;0;0;0.42;0.072;0.11;0.33;8.6;3.9;4.7;0.17;1.8;0;2.1;2.05;172;278;14;230;20;1.7;2.6
IS104;Carneiro Pá cozida;238;997;56.5;27.6;14.2;0;0;0;0;0;0;0;0;6.1;4.6;0.5;0.7;0.2;91;0;0;0;0.46;0.08;0.08;0.25;8.2;3;5.2;0.12;1.7;0;1.7;1.74;166;210;14;238;16;1.8;2.8
IS107;Carneiro Pá estufada. sem molho;238;997;56;27.6;14.2;0;0;0;0;0;0;0;0;6.1;4.6;0.5;0.7;0.3;99;0;0;0;0.46;0.08;0.08;0.29;8.5;3.3;5.2;0.14;1.7;0;1.8;1.7;232;210;14;238;16;1.8;2.8
IS099;Carneiro Peito gordo cru;396;1656;46;16.8;36.5;0;0;0;0;0;0;0;0;15.7;11.7;1.2;1.6;0.7;94;0;0;0;0.6;0.09;0.3;0.32;7.7;4.5;3.2;0.16;1;0;11;0.85;113;304;17;220;16;1.2;3
IS103;Carneiro Peito gordo cozido;333;1392;48.8;23.3;26.6;0;0;0;0;0;0;0;0;11.5;8.6;0.9;1.2;0.5;130;0;0;0;0.69;0.1;0.18;0.26;7.6;3.3;4.3;0.09;0.91;0;9.6;1.3;212;244;20;257;17;1.7;4.4
IS100;Carneiro Perna gorda crua;276;1156;57.5;19.1;22.2;0;0;0;0;0;0;0;0;9.6;7.1;0.8;1;0.4;86;0;0;0;0.5;0.07;0.32;0.23;8.6;5;3.6;0.23;2.3;0;3;0.82;60;357;11;187;25;1.2;3.2
IS115;Carneiro Perna gorda assada. sem molho;285;1194;52.5;24.3;20.9;0;0;0;0;0;0;0;0;9;6.7;0.8;0.9;0.4;115;0;0;0;0.54;0.075;0.26;0.25;9.2;4.7;4.5;0.18;2.2;0;3.2;1.81;172;383;14;213;31;1.6;4.3
IS106;Carneiro Perna gorda estufada. sem molho;339;1419;45.4;26.5;25.9;0;0;0;0;0;0;0;0;11.2;8.3;1;1.2;0.5;110;0;0;0;0.58;0.082;0.19;0.22;8.9;4;4.9;0.15;2;0;2.9;1.6;234;287;13;218;25;1.8;4.7
IS101;Carneiro Perna magra crua;130;542;72.8;19.8;5.6;0;0;0;0;0;0;0;0;2.4;1.8;0.2;0.3;0.1;68;0;0;0;0.7;0.05;0.14;0.21;8.7;5;3.7;0.3;2;0;6;1.2;113;304;18;252;16;1.5;1.9
IS121;Carneiro Perna magra assada com azeite e margarina;239;1001;57;22.9;16.4;0;0;0;0;0;0;0;0;5.6;7.3;1.1;0.4;1;91;0.027;27;0;0.87;1.3;0.14;0.25;9.1;4.8;4.3;0.28;2.1;0;7.2;2.3;544;322;21;282;23;1.8;2.3
IS120;Carneiro Perna magra assada com margarina;231;967;58.4;22.9;15.5;0;0;0;0;0;0;0;0;7;4.9;1.1;0.5;0.9;102;0.054;54;0;1.1;2;0.14;0.25;9.1;4.8;4.3;0.28;2.1;0;6.4;2.3;601;323;21;283;23;1.8;2.3
IS114;Carneiro Perna magra assada. sem molho;178;744;63.8;24.2;9;0;0;0;0;0;0;0;0;3.9;2.9;0.4;0.5;0.1;88;0;0;0;0.72;0.051;0.11;0.22;9;4.5;4.5;0.23;1.8;0;6.2;2.2;223;314;21;276;20;1.9;2.4
IS110;Carneiro Perna magra estufada com azeite e margarina;194;814;66;17.2;13.3;1.6;1.6;1.5;0;0;0;0.1;0.6;4.5;6.1;1;0.3;0.8;70;0.051;51;160;0.67;1.7;0.11;0.2;6.9;3.7;3.2;0.25;1.2;6.8;9.8;1.9;154;385;24;227;20;1.7;1.7
IS109;Carneiro Perna magra estufada com margarina;186;780;66.1;17.2;12.4;1.6;1.6;1.5;0;0;0;0.1;0.6;5.6;4;0.9;0.4;0.9;80;0.075;75;160;0.86;2.3;0.11;0.2;6.9;3.7;3.2;0.25;1.2;6.8;9.2;2.1;204;386;24;228;20;1.7;1.7
IS108;Carneiro Perna magra estufada. sem molho;195;816;61.3;25.6;10.3;0;0;0;0;0;0;0;0;4.5;3.2;0.4;0.6;0.1;96;0;0;0;0.76;0.05;0.08;0.19;8.5;3.7;4.8;0.18;1.6;0;5.3;1.9;261;228;19;274;16;2;2.6
IS141;Cavalo Alcatra crua;116;485;73.9;21.1;3.5;0;0;0;0;0;0;0;0;1.3;1.1;0.8;0.2;0.8;54;0;0;0;0;0.1;0.11;0.13;7.9;4;3.9;0.43;3;0;16;1.1;51;349;9;218;24;3.7;2.8
IS144;Cavalo Alcatra frita com manteiga;175;732;65.8;22.8;9.3;0;0;0;0;0;0;0;0;4.5;2.5;1;0.4;1;75;0.032;32;2;0;0.2;0.07;0.14;7.8;3.5;4.3;0.28;2.6;0;14;2.1;415;386;11;242;29;4.1;3.1
IS145;Cavalo Alcatra frita com margarina;174;728;65.8;22.8;9.2;0;0;0;0;0;0;0;0;4.1;2.4;2.4;0.2;2.2;60;0.03;30;21;0;0.1;0.07;0.14;7.8;3.5;4.3;0.28;2.3;0;14;2.2;444;385;10;241;29;4.1;3.1
IS143;Cavalo Alcatra frita. sem molho;147;617;68.4;24.7;5.4;0;0;0;0;0;0;0;0;2.2;1.5;1.3;0.2;1.3;67;0.007;7;7;0;0.1;0.06;0.14;8.7;3.9;4.8;0.24;2.6;0;17;1.5;217;301;10;229;27;4.4;3.4
IS142;Cavalo Lombo ou Pá crua;99;415;77;19.6;2.3;0;0;0;0;0;0;0;0;0.9;0.8;0.6;0.1;0.6;52;0.021;21;0;0.4;0.06;0.11;0.13;7.2;3.5;3.7;0.4;3;0;16;1.12;48;340;13;210;23;3.6;2.9
IS150;Cavalo Lombo ou Pá assada com azeite e manteiga;163;682;67.8;22.2;8;0;0;0;0;0.3;0;0;0;2.6;4.1;1;0.2;1;65;0.03;30;1;0.4;0.6;0.11;0.15;8;3.7;4.3;0.37;3.1;0;17;2;388;360;16;232;30;4.2;3.4
IS149;Cavalo Lombo ou Pá assada com margarina;154;646;68.3;22.2;7.3;0;0;0;0;0;0;0;0;3.4;1.9;2;0.1;1.9;60;0.048;48;18;0.4;0.1;0.11;0.15;7.6;3.3;4.3;0.42;3.1;0;17;2.2;440;360;16;232;30;4.2;3.4
IS148;Cavalo Lombo ou Pá assada. sem molho;136;567;69.8;24.2;4.3;0;0;0;0;0;0;0;0;1.9;1.3;1.2;0.1;1.1;58;0.022;22;6;0.3;0.1;0.06;0.14;8.5;3.7;4.8;0.23;2.7;0;18;1.7;247;314;16;233;29;4.5;3.8
IS146;Cavalo Lombo ou Pá frita com manteiga;156;652;68.8;21.2;7.9;0;0;0;0;0;0;0;0;4.1;2.1;0.8;0.3;0.8;72;0.048;48;2;0.4;0.2;0.07;0.14;7.2;3.1;4.1;0.27;2.3;0;14;2.1;411;376;15;233;28;4;3.2
IS147;Cavalo Lombo ou Pá frita com margarina;155;648;68.4;21.2;7.8;0;0;0;0;0;0;0;0;3.7;2;2.1;0.1;2;58;0.048;48;21;0.4;0.1;0.07;0.14;7.2;3.1;4.1;0.26;2.3;0;14;2.2;441;375;15;232;28;4;3.2
IS151;Porco Costeleta gorda crua;355;1487;50.5;17.3;31.8;0;0;0;0;0;0;0;0;10.9;10.6;5.2;0.1;4.5;74;0;0;0;1;0.03;0.63;0.17;9.2;5.5;3.7;0.35;1;0;3;1.02;61;314;19;189;18;1.3;1.7
IS177;Porco Costeleta gorda grelhada;305;1276;50.8;24.3;23.1;0;0;0;0;0;0;0;0;7.9;7.7;3.8;0.1;3.3;111;0;0;0;1.5;0.04;0.74;0.21;11;6.1;5.2;0.36;1;0;3.7;1.8;190;372;28;246;29;1.7;2.5
IS152;Porco Costeleta meio gorda crua;221;926;62.6;19.8;15.8;0;0;0;0;0;0;0;0;5.4;5.3;2.6;0.1;2.2;66;0;0;0;0.7;0.11;0.74;0.2;11;6.5;4.2;0.4;1;0;6;1.06;101;376;14;193;18;1.4;2.1
IS166;Porco Costeleta meio gorda estufada com azeite e banha;270;1129;55;20.7;20.3;0.4;0.4;0.3;0;0.4;0.1;0;0.2;6.4;8;3;0.1;2.6;67;0;0;0;0.59;0.3;0.49;0.22;11;5.6;4.4;0.27;0.85;1.1;7.6;2.1;480;445;21;210;24;1.6;2.3
IS168;Porco Costeleta meio gorda estufada com azeite e margarina;267;1118;55.2;20.7;20;0.4;0.4;0.3;0;0.4;0.1;0;0.2;6.6;7.5;3;0.1;2.5;69;0.008;8;0;0.66;0.57;0.49;0.22;11;5.6;4.4;0.27;0.85;1.1;7.6;2.1;497;445;21;210;24;1.6;2.3
IS167;Porco Costeleta meio gorda estufada com margarina;264;1102;55.6;20.7;19.6;0.4;0.4;0.3;0;0.4;0.1;0;0.2;7.1;6.6;3;0.1;2.5;74;0.02;20;0;0.75;0.88;0.49;0.22;11;5.6;4.4;0.27;0.85;1.1;7.3;2.08;523;446;22;210;24;1.6;2.3
IS165;Porco Costeleta meio gorda estufada com óleo alimentar e banha;270;1129;55;20.7;20.3;0.4;0.4;0.3;0;0.4;0.1;0;0.2;6.3;6.9;4.4;0.1;3.9;67;0;0;0;0.59;1.2;0.49;0.22;11;5.6;4.4;0.27;0.85;1.1;7.3;2.1;480;445;21;210;24;1.6;2.3
IS158;Porco Costeleta meio gorda estufada. sem molho;284;1188;51;26.9;19.6;0;0;0;0;0;0;0;0;6.7;6.5;3.2;0.1;2.7;91;0;0;0;0.82;0.14;0.49;0.22;10;4.7;5.7;0.26;0.88;0;6.2;1.8;277;357;17;183;19;2;2.5
IS178;Porco Costeleta meio gorda grelhada;261;1092;53.2;27;17;0;0;0;0;0;0;0;0;5.9;5.7;2.8;0.1;2.4;96;0;0;0;1;0.13;0.85;0.25;13;7;5.8;0.4;1;0;7.3;1.8;235;432;20;244;28;1.8;3
IS191;Porco Costeleta meio gorda panada;332;1388;45.2;21.6;24.1;6.9;7.6;0.3;0;0;6.6;0;0.4;6.5;7.2;7.5;0.1;7.1;113;0.018;18;0;0.7;4.8;0.58;0.28;11;5.8;4.8;0.22;0.98;0;12;1.8;221;359;26;223;24;2;2.3
IS156;Porco Entrecosto cru;190;795;66.9;19.6;12.4;0;0;0;0;0;0;0;0;4.2;4.1;2;0.1;1.7;66;0;0;0;0.7;0.085;0.73;0.25;11;7.2;4.2;0.44;1;0;1;1.1;72;350;11;186;21;0.8;2.2
IS157;Porco Entrecosto cozido;235;985;57.1;26.9;14.2;0;0;0;0;0;0;0;0;4.8;4.7;2.3;0.1;2;96;0;0;0;0.6;0.09;0.33;0.27;11;5.5;5.7;0.3;0.92;0;0.75;1.7;211;267;14;170;21;1.2;2.7
IS162;Porco Entrecosto estufado com azeite e banha;238;994;59.4;20.5;16.8;0.4;0.4;0.4;0;0.4;0;0;0.2;5.1;6.9;2.4;0;2.2;67;0;0;0;0.59;0.28;0.47;0.28;11;6.2;4.4;0.3;0.85;1.1;3.4;2.2;450;418;18;203;28;1;2.4
IS164;Porco Entrecosto estufado com azeite e margarina;235;982;59.7;20.5;16.5;0.4;0.4;0.3;0;0.4;0.1;0;0.2;5.3;6.3;2.5;0.1;2.1;69;0.008;8;0;0.66;0.55;0.47;0.28;11;6.2;4.4;0.3;0.85;1.1;3.4;2.2;467;418;18;203;28;1;2.4
IS163;Porco Entrecosto estufado com margarina;231;967;59.9;20.5;16.1;0.4;0.4;0.3;0;0.4;0.1;0;0.2;5.9;5.3;2.4;0.1;2.1;74;0.02;20;0;0.75;0.86;0.47;0.28;11;6.2;4.4;0.3;0.85;1.1;3;2.16;492;418;18;203;28;1;2.4
IS161;Porco Entrecosto estufado com óleo alimentar e banha;238;994;59.4;20.5;16.8;0.4;0.4;0.3;0;0.4;0.1;0;0.2;5;5.7;3.7;0;3.4;67;0;0;0;0.59;1.1;0.47;0.28;11;6.2;4.4;0.3;0.85;1.1;3;2.16;450;418;18;203;28;1;2.4
IS159;Porco Entrecosto estufado. sem molho;245;1025;56.2;26.6;15.4;0;0;0;0;0;0;0;0;5.2;5.1;2.5;0.1;2.1;91;0;0;0;0.82;0.11;0.48;0.27;11;5.3;5.7;0.29;0.88;0;1;1.9;117;332;14;177;22;1.2;2.6
IS173;Porco Entrecosto grelhado;243;1017;56.3;26.8;15.1;0;0;0;0;0;0;0;0;5.1;5;2.5;0.1;2;90;0;0;0;1;0.1;0.84;0.31;14;7.8;5.7;0.44;1;0;1.2;1.8;197;402;16;235;31;0.9;3.2
IS153;Porco Lombo cru;131;548;72;22.2;4.7;0;0;0;0;0;0;0;0;1.6;1.6;0.8;0;0.7;58;0.025;25;0;0.6;0.5;0.7;0.16;10;5.3;4.7;0.44;1;0;5;1.1;53;396;7;221;23;0.6;1.6
IS187;Porco Lombo assado com azeite e margarina;213;890;57.6;28.2;11.1;0;0;0;0;0;0;0;0;3.6;4.8;1.4;0.1;1.3;74;0.05;50;0;0.89;0.74;0.7;0.21;12;5.9;6;0.44;1.1;0;6;2.4;429;485;11;247;32;0.8;2
IS185;Porco Lombo assado com margarina;208;871;58.8;28.2;10.6;0;0;0;0;0;0;0;0;4.2;3.5;1.4;0.1;1.3;79;0.041;41;0;1.1;1.1;0.73;0.22;12;5.6;6;0.44;1;0;5.6;2.4;451;490;9;283;30;0.9;2
IS186;Porco Lombo assado com óleo alimentar e margarina;213;890;58.3;28.2;11.1;0;0;0;0;0;0;0;0;3.5;3.3;3.1;0.1;3;74;0.05;50;0;0.89;1.8;0.7;0.21;12;5.9;6;0.44;1.1;0;5.6;2.2;429;485;11;247;32;0.8;2
IS180;Porco Lombo assado. sem molho;210;879;56.5;32.7;8.8;0;0;0;0;0;0;0;0;3;3;1.4;0;1.3;86;0.031;31;0;0.74;0.07;0.55;0.21;13;6.2;6.9;0.41;1.2;0;6.6;2;191;430;10;292;33;0.9;2.5
IS193;Porco Lombo frito com manteiga;180;753;62.4;28.8;7.2;0;0;0;0;0;0;0;0;2.6;2.6;1.1;0.2;1;85;0.04;40;0;0.66;0.59;0.48;0.19;12;5.4;6.1;0.36;1.1;0;5.9;1.6;155;379;9;257;29;0.8;2.2
IS194;Porco Lombo frito com margarina;184;768;62;28.8;7.6;0;0;0;0;0;0;0;0;2.6;2.9;1;0;1;82;0.03;30;0;0.71;0.76;0.48;0.19;12;5.4;6.1;0.36;1.1;0;5.9;1.6;170;379;9;257;29;0.8;2.2
IS176;Porco Lombo grelhado;189;792;60.9;29.1;8.1;0;0;0;0;0;0;0;0;2.8;2.8;1.4;0;1.3;81;0.029;29;0;0.83;0.06;0.77;0.19;12;5.5;6.2;0.42;0.97;0;5.9;1.9;167;436;10;268;32;0.7;2.2
IS192;Porco Lombo panado;248;1035;51.3;25.3;12.5;8.5;9;0.3;0;0;8.2;0;0.4;2.7;3.4;5;0;4.8;112;0.05;50;0;0.7;0.8;0.62;0.25;11;5;5.6;0.38;1;0;12;2;362;397;20;262;32;1.2;1.9
IS154;Porco Perna gorda crua;239;1000;62;18.1;18.5;0;0;0;0;0;0;0;0;6.3;6.2;3;0.1;2.6;71;0;0;0;0.8;0.09;0.76;0.24;11;7.5;3.3;0.42;1;0;1;1.03;57;289;11;204;17;1;1.7
IS182;Porco Perna gorda assada com azeite e margarina;341;1428;47.1;21.9;28.2;0;0;0;0;0;0;0;0;9.4;10.5;4.1;0.1;3.7;89;0.019;19;0;1.1;0.79;0.75;0.31;13;8.3;4.7;0.42;1.1;0;1.6;2.02;415;359;16;241;25;1.3;2.1
IS184;Porco Perna gorda assada com margarina;337;1410;47.5;21.9;27.7;0;0;0;0;0;0;0;0;10.1;9.2;4.1;0.2;3.6;95;0.037;37;0;1.3;1.2;0.75;0.31;13;8.3;4.7;0.42;1.1;0;1.2;2.02;443;359;16;241;25;1.4;2.1
IS183;Porco Perna gorda assada com óleo alimentar e margarina;341;1428;47.1;21.9;28.2;0;0;0;0;0;0;0;0;9.3;9.1;5.8;0.1;5.3;89;0.019;19;0;1.1;1.8;0.75;0.31;13;8.3;4.7;0.42;1.1;0;1.2;2.02;415;359;16;241;25;1.3;2.1
IS181;Porco Perna gorda assada. sem molho;283;1185;50.1;27.6;19.2;0;0;0;0;0;0;0;0;7.6;7.4;3.6;0.1;3.2;108;0;0;0;1;0.12;0.61;0.32;15;9;5.9;0.4;1.3;0;1.4;1.9;201;323;16;277;26;1.6;2.7
IS175;Porco Perna gorda grelhada;287;1202;51.5;25.5;20.6;0;0;0;0;0;0;0;0;7;6.9;3.3;0.1;2.9;106;0;0;0;1.2;0.11;0.9;0.31;14;8.3;5.4;0.44;1;0;1.3;1.8;185;342;16;266;27;1.3;2.5
IS155;Porco Perna magra crua;152;634;69.8;21;7.5;0;0;0;0;0;0;0;0;2.6;2.5;1.2;0;1.1;63;0;0;0;0.5;0.8;0.7;0.26;12;7.2;4.7;0.46;1;0;1;1.12;86;418;12;167;25;0.7;2.7
IS188;Porco Perna magra assada com azeite e margarina;233;976;56.7;25.5;14.6;0;0;0;0;0;0;0;0;4.8;5.9;1.9;0.1;1.8;80;0.019;19;0;0.77;0.78;0.7;0.34;13;8;5.4;0.46;1.1;0;1.6;2.2;447;510;17;198;35;1;3.4
IS190;Porco Perna magra assada com margarina;229;958;57.2;25.5;14.1;0;0;0;0;0;0;0;0;5.5;4.6;1.9;0.1;1.8;90;0.037;37;0;0.91;1.2;0.7;0.34;13;8;5.4;0.46;1.1;0;1.2;2.2;475;510;17;198;35;1;3.4
IS189;Porco Perna magra assada com óleo alimentar e margarina;233;976;56.7;25.5;14.6;0;0;0;0;0;0;0;0;4.7;4.5;3.6;0.1;3.5;84;0.019;19;0;0.77;1.8;0.7;0.34;13;8;5.4;0.46;1.1;0;1.2;2.2;447;510;17;198;35;1;3.4
IS179;Porco Perna magra assada. sem molho;213;892;57;31;9.9;0;0;0;0;0;0;0;0;3.4;3.3;1.6;0;1.4;93;0;0;0;0.62;0.11;0.55;0.34;15;8.4;6.6;0.43;1.2;0;1.4;2;235;454;17;220;36;1.1;4.2
IS170;Porco Perna magra estufada com azeite e banha;198;827;62.3;22;11.7;0.4;0.4;0.3;0;0.4;0.1;0;0.2;3.4;5.2;1.6;0;1.5;65;0;0;0;0.42;0.27;0.46;0.29;11;6.5;4.7;0.31;0.85;1.1;3.4;3;465;490;19;183;32;0.9;2.9
IS169;Porco Perna magra estufada com azeite e margarina;196;819;62.5;22;11.5;0.4;0.4;0.3;0;0.4;0.1;0;0.2;3.6;4.6;1.6;0.1;1.5;67;0.008;8;0;0.49;0.54;0.46;0.29;11;6.5;4.7;0.31;0.85;1.1;3.4;2.09;481;490;19;183;32;0.9;2.9
IS171;Porco Perna magra estufada com margarina;191;800;63;22;11;0.4;0.4;0.3;0;0.4;0.1;0;0.2;4.2;3.6;1.6;0.1;1.5;71;0.02;20;0;0.58;0.85;0.46;0.29;11;6.5;4.7;0.31;0.85;1.1;3;3;507;490;19;183;32;0.9;2.9
IS172;Porco Perna magra estufada com óleo alimentar e banha;198;827;62.5;22;11.7;0.4;0.4;0.3;0;0.4;0.1;0;0.2;3.3;4;2.9;0;2.8;65;0;0;0;0.42;1.1;0.46;0.29;11;6.5;4.7;0.31;0.85;1.1;3;3;465;490;19;183;32;0.9;2.9
IS160;Porco Perna magra estufada. sem molho;213;893;57.6;28.6;11;0;0;0;0;0;0;0;0;3.8;3.6;1.8;0;1.6;87;0;0;0;0.58;0.1;0.46;0.29;11;5.3;6.1;0.3;0.53;0;1;1.8;263;397;15;159;25;1;3.1
IS174;Porco Perna magra grelhada;215;901;58.2;27.5;11.7;0;0;0;0;0;0;0;0;4.1;3.9;1.9;0;1.7;88;0;0;0;0.69;0.09;0.77;0.31;13;7.4;5.9;0.44;0.97;0;1.2;1.7;206;461;17;202;35;0.9;3.7
IS307;Porco Toucinho entremeado fresco cru;682;2852;19.2;8.4;72;0;0;0;0;0;0;0;0;24.1;27.9;11;0.4;9.4;68;0;0;0;0;0.03;0.17;0.13;1.4;0.2;1.2;0.09;1;0;2;1.1;68;40;16;70;55;0.4;0.6
IS310;Porco Toucinho entremeado fresco. grelhado sem adição de sal;676;2826;14;16.1;67.9;0;0;0;0;0;0;0;0;22.7;26.3;10.4;0.4;8.9;100;0;0;0;0;0.03;1.1;0.29;5.3;2.3;3;0.13;0;0;3.3;2;142;97;25;16;99;0.6;1.4
IS308;Porco Toucinho entremeado ligeiramente salgado. cru;506;2116;32;13.7;50.1;0;0;0;0;0;0;0;0;16.8;19.4;7.6;0.3;6.6;55;0;0;0;0;0.03;0.27;0.18;5.4;2.8;2.6;0.15;1;0;3;4;1415;263;14;96;17;0.3;1.8
IS309;Porco Toucinho entremeado ligeiramente salgado. cozido sem adição de sal;372;1556;46.2;16.7;33.9;0;0;0;0;0;0;0;0;11.4;13.1;5.2;0.2;4.5;71;0;0;0;0;0;0.11;0.17;3.7;1.9;1.8;0.09;1.4;0;2.9;3.2;860;178;17;78;14;0.4;1.9
IS217;Vaca Bife (valor médio de acém. alcatra e lombo) cru;122;512;72.9;20.9;4.3;0;0;0;0;0;0;0;0;1.8;1.8;0.2;0.2;0.1;61;0;0;0;0.5;0.04;0.1;0.16;9.1;4.6;4.5;0.51;2;0;16;1.1;60;370;9;169;23;1.4;3.6
IS219;Vaca Bife (valor médio de acém. alcatra e lombo) frito com manteiga;201;842;62.2;24;11.7;0;0;0;0;0;0;0;0;6.1;4;0.5;1.2;0.2;89;0.053;53;0;0.6;2.5;0.09;0.18;9.6;4.5;5.1;0.47;2;0;17;2.1;469;429;12;197;32;1.8;4.2
IS220;Vaca Bife (valor médio de acém. alcatra e lombo) frito. sem molho;183;764;61.8;28.8;7.5;0;0;0;0;0;0;0;0;3.5;2.9;0.3;0.4;0.1;89;0;0;0;0.7;0.03;0.1;0.2;11;5.1;6.1;0.53;2;0;18;1.9;205;427;13;202;29;1.9;5
IS218;Vaca Bife (valor médio de acém. alcatra e lombo) grelhado;163;683;65.4;26.4;6.4;0;0;0;0;0;0;0;0;2.7;2.7;0.4;0.3;0.1;81;0;0;0;0.6;0.03;0.1;0.18;11;5.4;5.6;0.52;2;0;18;1.8;188;392;11;183;27;1.7;4.6
IS195;Vaca Lombo magro cru;114;476;74.2;21;3.3;0;0;0;0;0;0;0;0;1.4;1.4;0.2;0.2;0.1;61;0;0;0;0.5;0.05;0.1;0.16;7.9;3.4;4.5;0.47;2;0;16;1.1;60;370;10;145;23;1.5;3.6
IS213;Vaca Lombo magro assado com azeite. manteiga e óleo alimentar;206;863;59.8;25.7;11.5;0;0;0;0;0;0;0;0;3.7;4.7;2.2;0.5;2;85;0.016;16;0;0.51;1.3;0.1;0.2;9.3;3.8;5.5;0.47;2.2;0;18;2.1;374;416;13;172;31;1.9;4.5
IS211;Vaca Lombo magro assado com azeite e margarina;204;852;60;25.7;11.2;0;0;0;0;0;0;0;0;3.8;5.5;0.8;0.2;0.7;84;0.02;20;0;0.66;0.96;0.1;0.2;9.3;3.8;5.5;0.47;2.2;0;18;2.1;396;416;13;172;31;1.9;4.5
IS210;Vaca Lombo magro assado com margarina;197;826;61.1;25.7;10.5;0;0;0;0;0;0;0;0;4.8;3.8;0.8;0.3;0.7;92;0.039;39;0;0.81;1.5;0.1;0.2;9.3;3.8;5.5;0.47;2.2;0;18;2.2;438;417;13;172;31;1.9;4.5
IS212;Vaca Lombo magro assado com óleo alimentar e margarina;204;852;60;25.7;11.2;0;0;0;0;0;0;0;0;3.7;3.6;3;0.2;2.9;84;0.02;20;0;0.66;2.4;0.1;0.2;9.3;3.8;5.5;0.47;2.2;0;18;2.1;396;416;13;172;31;1.9;4.5
IS208;Vaca Lombo magro assado. sem molho;172;718;62.4;29.2;6.1;0;0;0;0;0;0;0;0;2.6;2.6;0.4;0.3;0.1;89;0;0;0;0.4;0.04;0.07;0.2;10;4;6.2;0.31;2;0;12;1.8;255;378;14;180;31;2.1;5.3
IS197;Vaca para Cozer ou Estufar magra crua;175;732;67.4;21.7;9.8;0;0;0;0;0;0;0;0;3.8;4.4;0.3;0.4;0.3;69;0;0;0;0.7;0.09;0.07;0.18;8.8;4.2;4.6;0.42;2;0;6;1.02;66;340;12;247;20;1.3;5.3
IS199;Vaca para Cozer ou Estufar magra cozida;259;1084;51;33.7;13.8;0;0;0;0;0;0;0;0;5.4;6.2;0.4;0.6;0.4;104;0;0;0;1.1;0.11;0.05;0.21;11;3.8;7.2;0.31;2;0;7;1.5;204;428;20;263;34;1.8;8.7
IS206;Vaca para Cozer ou Estufar magra estufada com azeite e margarina;218;910;60.5;21.4;13.9;1.1;1.1;0.9;0;0.4;0.1;0.1;0.4;4.8;6.9;0.7;0.5;0.7;72;0.021;21;70;0.62;0.82;0.06;0.2;7.9;3.3;4.6;0.28;1.4;3.5;9.6;2.02;437;425;20;253;27;1.6;5.4
IS207;Vaca para Cozer ou Estufar magra estufada com margarina;213;892;60.9;21.4;13.4;1.1;1.1;0.9;0;0.4;0.1;0.1;0.4;5.5;5.5;0.7;0.5;0.7;78;0.035;35;70;0.74;1.2;0.06;0.2;7.9;3.3;4.6;0.28;1.4;3.5;9.1;2.02;468;425;20;254;27;1.6;5.4
IS205;Vaca para Cozer ou Estufar magra estufada com óleo alimentar e margarina;218;910;60.1;21.4;13.9;1.1;1.1;0.9;0;0.4;0.1;0.1;0.4;4.7;5.4;2.4;0.5;2.4;72;0.021;21;70;0.62;1.9;0.06;0.2;7.8;3.3;4.5;0.28;1.4;3.5;9.1;2.02;437;425;20;253;27;1.6;5.4
IS200;Vaca para Cozer ou Estufar magra estufada. sem molho;234;979;54.5;31.5;12;0;0;0;0;0;0;0;0;4.7;5.4;0.4;0.5;0.4;69;0;0;0;0.83;0.11;0.05;0.24;11;4;6.7;0.3;1.9;0;6.1;1.56;258;321;16;311;23;2;8.3
IS198;Vaca para Cozer ou Estufar meio gorda crua;227;951;61.5;21.3;15.8;0;0;0;0;0;0;0;0;6.1;7.1;0.5;0.7;0.5;61;0;0;0;0.5;0.11;0.1;0.17;8.5;4;4.5;0.48;2;0;15;1.1;53;300;13;253;19;0.7;3.2
IS202;Vaca para Cozer ou Estufar meio gorda. estufada com azeite e margarina;269;1126;54.3;21;19.8;1.1;1.1;0.9;0;0.4;0.1;0.1;0.4;7.1;9.5;1;0.7;0.9;64;0.021;21;70;0.47;0.84;0.08;0.19;7.8;3.3;4.5;0.32;1.4;3.5;16;2.12;424;385;21;259;26;1;3.3
IS204;Vaca para Cozer ou Estufar meio gorda. estufada com margarina;265;1107;54.8;21;19.3;1.1;1.1;0.9;0;0.4;0.1;0.1;0.4;7.7;8.1;1;0.8;0.9;70;0.035;35;70;0.58;1.2;0.08;0.19;7.8;3.3;4.5;0.32;1.4;3.5;16;2.12;456;386;21;260;26;1;3.3
IS203;Vaca para Cozer ou Estufar meio gorda. estufada com óleo alimentar e margarina;269;1126;54.3;21;19.8;1.1;1.1;0.9;0;0.4;0.1;0.1;0.4;7;8;2.5;0.7;2.5;64;0.021;21;70;0.47;1.9;0.08;0.19;7.8;3.3;4.5;0.32;1.4;3.5;16;2.12;424;385;21;259;26;1;3.3
